head_id,relation_name,tail_id
20,term16,6
48,term10,17
94,term7,38
39,term7,59
47,term22,79
62,term15,19
58,term21,10
102,term16,58
73,term12,55
83,term1,20
48,term7,43
55,term1,85
19,term7,96
91,term17,24
7,term12,36
43,term5,87
48,term7,72
63,term12,39
94,term8,101
90,term16,12
45,term18,28
98,term12,28
45,term17,58
9,term5,16
44,term2,90
45,term15,79
41,term8,35
46,term17,15
62,term9,80
83,term3,58
53,term6,22
7,term6,4
50,term11,55
65,term3,54
43,term16,85
43,term6,38
64,term8,0
19,term8,26
78,term6,4
35,term15,77
53,term4,40
94,term15,46
87,term4,29
63,term6,4
69,term10,82
91,term8,9
27,term4,21
58,term21,56
52,term13,75
42,term15,52
55,term15,67
16,term10,75
31,term0,98
12,term16,74
45,term17,17
34,term8,80
51,term3,65
75,term7,79
50,term7,37
96,term8,99
74,term5,50
46,term20,73
43,term5,76
44,term16,10
8,term15,90
49,term10,90
68,term13,48
0,term18,91
3,term7,90
82,term16,54
2,term4,20
77,term16,71
80,term10,43
34,term0,85
59,term8,50
39,term5,41
89,term15,19
76,term4,32
20,term2,15
83,term5,35
61,term8,95
42,term6,81
90,term1,22
15,term16,13
17,term16,11
73,term6,11
99,term1,68
98,term8,93
88,term9,41
1,term4,45
64,term17,93
11,term15,100
91,term16,94
89,term12,74
9,term10,66
83,term18,7
27,term1,96
65,term3,51
103,term17,85
64,term15,67
54,term16,29
6,term7,40
15,term11,100
66,term12,60
100,term7,22
67,term15,2
94,term4,62
19,term10,12
43,term11,60
86,term7,45
24,term1,34
72,term10,42
74,term9,26
66,term3,35
9,term8,83
82,term4,4
30,term11,78
7,term10,61
76,term15,54
7,term18,100
42,term15,103
88,term17,15
57,term8,36
21,term1,92
99,term9,20
47,term7,86
46,term5,67
72,term10,79
58,term10,32
20,term16,22
42,term12,26
91,term18,42
19,term5,7
31,term15,53
59,term16,74
87,term18,35
30,term1,92
54,term13,44
103,term10,5
75,term16,102
74,term7,65
63,term12,36
93,term2,15
2,term9,46
91,term20,70
34,term22,44
74,term8,87
100,term1,87
3,term17,17
52,term8,94
4,term11,15
56,term0,3
76,term10,14
0,term16,82
13,term6,75
6,term7,14
64,term7,92
58,term1,41
74,term1,22
72,term7,64
60,term5,45
61,term11,80
59,term3,24
17,term16,89
80,term17,71
27,term18,58
13,term8,73
95,term8,89
27,term3,33
35,term15,73
45,term17,32
9,term9,26
36,term5,50
103,term5,97
2,term5,18
10,term18,80
69,term16,72
41,term11,29
102,term16,29
17,term12,83
55,term3,14
44,term16,15
13,term1,22
9,term18,84
89,term17,71
22,term22,75
88,term13,38
100,term16,90
2,term21,5
74,term8,83
62,term20,39
47,term18,30
100,term4,50
88,term15,90
23,term1,79
46,term5,18
40,term15,102
102,term6,81
60,term1,0
22,term1,74
79,term12,67
67,term16,73
16,term8,23
6,term17,11
52,term13,34
7,term18,83
6,term17,78
93,term2,100
10,term8,16
91,term4,29
91,term20,41
87,term16,86
57,term11,19
51,term9,46
4,term9,3
96,term8,73
97,term12,18
46,term16,89
28,term15,77
3,term2,77
98,term4,7
67,term11,6
27,term5,25
8,term16,102
3,term11,91
49,term13,33
32,term5,18
1,term4,14
8,term10,29
96,term7,14
102,term13,86
47,term1,87
82,term11,29
27,term15,70
31,term21,32
21,term5,87
28,term18,65
52,term8,6
49,term5,70
57,term22,37
18,term7,81
100,term1,12
1,term16,61
50,term15,36
81,term2,10
2,term4,91
22,term7,38
3,term16,6
63,term1,92
23,term16,50
3,term16,13
92,term3,94
87,term18,33
51,term8,101
86,term8,20
102,term5,93
17,term3,81
76,term16,49
82,term9,85
82,term18,39
10,term22,37
30,term7,64
49,term12,60
62,term8,85
19,term7,22
27,term1,44
35,term1,37
87,term11,59
74,term15,48
36,term5,69
76,term2,83
67,term16,68
91,term16,96
26,term18,95
98,term0,71
69,term9,70
73,term1,3
88,term11,16
22,term1,98
82,term9,95
72,term16,53
24,term4,10
25,term16,72
50,term15,94
22,term8,3
13,term6,24
92,term15,77
85,term2,16
43,term8,55
70,term3,12
46,term16,63
36,term9,74
65,term7,31
82,term7,92
53,term7,102
75,term15,49
73,term16,13
0,term8,8
4,term15,80
27,term14,62
14,term3,46
51,term5,6
84,term2,1
51,term0,41
20,term18,0
18,term8,91
54,term6,4
96,term8,20
96,term6,82
2,term4,65
63,term7,71
20,term15,30
101,term1,87
11,term6,14
16,term5,26
51,term5,26
26,term7,65
75,term8,101
87,term12,85
100,term10,10
43,term11,80
69,term8,7
15,term12,16
48,term13,59
46,term5,94
56,term21,64
48,term7,79
95,term0,70
88,term15,27
14,term4,8
35,term8,84
2,term9,53
99,term4,69
64,term0,2
65,term2,103
62,term1,0
27,term8,76
90,term5,69
3,term11,45
100,term5,54
45,term20,88
21,term7,29
22,term15,46
48,term15,9
27,term15,17
91,term4,48
4,term3,2
38,term15,79
17,term9,88
83,term9,99
83,term3,46
71,term10,13
23,term11,7
88,term8,30
39,term16,47
91,term11,76
11,term12,39
58,term4,93
13,term6,17
73,term13,64
11,term5,20
66,term22,1
44,term16,3
65,term2,47
44,term16,91
50,term11,70
48,term10,82
42,term8,88
88,term9,25
76,term15,42
99,term11,77
59,term15,21
26,term17,43
64,term16,54
95,term17,10
30,term7,1
65,term15,72
42,term7,1
50,term15,22
100,term13,1
70,term20,3
41,term18,44
11,term12,98
81,term15,102
4,term21,24
80,term11,89
39,term20,28
52,term11,73
91,term16,98
33,term7,58
23,term6,15
32,term8,54
99,term16,26
92,term11,33
76,term10,81
30,term13,66
19,term0,14
74,term15,69
103,term1,81
58,term21,12
100,term22,43
101,term11,83
6,term17,63
38,term11,93
12,term7,44
30,term6,4
2,term5,9
95,term3,52
93,term15,97
75,term16,42
27,term5,50
24,term16,37
103,term18,7
82,term4,3
22,term11,27
101,term18,43
32,term11,48
91,term7,71
15,term17,25
79,term6,38
7,term20,9
95,term11,41
19,term6,102
91,term18,35
64,term5,94
31,term7,4
50,term16,11
21,term11,62
72,term6,65
36,term15,53
13,term8,45
65,term2,68
71,term7,40
35,term16,64
88,term8,35
68,term15,0
9,term17,43
81,term17,50
37,term22,103
56,term17,46
16,term20,83
83,term5,28
29,term16,72
56,term0,76
91,term12,85
51,term7,33
61,term11,78
101,term8,26
81,term15,78
25,term18,22
32,term11,58
82,term0,53
42,term8,50
1,term22,66
30,term16,34
58,term7,61
61,term5,45
7,term5,20
87,term16,18
48,term4,3
11,term15,77
34,term16,0
16,term13,56
75,term15,31
85,term17,56
40,term15,37
34,term8,60
42,term7,2
9,term5,69
87,term16,6
33,term15,101
91,term17,58
3,term11,59
73,term18,78
60,term5,99
98,term8,87
83,term10,57
45,term11,40
15,term17,41
42,term15,57
102,term13,44
86,term13,37
102,term15,19
100,term13,29
4,term16,39
52,term8,69
45,term2,103
22,term9,94
75,term18,27
42,term6,4
94,term11,74
95,term11,1
59,term3,85
10,term13,58
53,term20,87
72,term16,34
72,term22,103
21,term1,33
25,term0,34
56,term6,79
8,term13,52
30,term20,9
28,term1,60
51,term6,71
61,term5,76
53,term13,47
1,term18,6
26,term13,72
22,term8,76
60,term4,98
63,term9,54
3,term11,99
73,term12,41
73,term1,76
61,term16,53
72,term9,60
11,term2,80
27,term3,61
66,term8,91
34,term1,70
74,term13,79
36,term18,82
91,term15,7
41,term11,70
61,term11,72
42,term18,87
58,term11,16
94,term15,8
39,term16,10
78,term22,10
8,term16,63
25,term7,5
1,term5,94
39,term16,57
8,term10,48
30,term16,95
40,term10,12
31,term16,19
48,term7,102
38,term16,22
6,term12,97
76,term16,67
63,term9,60
78,term2,0
56,term1,65
72,term7,66
101,term12,55
21,term12,9
33,term8,50
60,term15,19
70,term9,69
96,term5,16
0,term7,17
92,term2,89
82,term18,49
0,term1,78
84,term16,63
49,term7,14
84,term7,43
93,term4,16
23,term16,51
74,term8,91
45,term18,102
35,term16,51
79,term1,23
0,term18,4
0,term0,102
74,term7,40
79,term5,93
28,term7,17
10,term1,4
101,term16,96
29,term7,92
44,term16,101
63,term5,87
88,term7,68
33,term11,89
13,term0,18
59,term17,88
7,term16,34
38,term11,40
80,term20,26
51,term1,95
63,term9,7
58,term22,71
77,term10,10
35,term16,32
21,term7,32
16,term3,4
36,term16,103
12,term11,93
75,term7,4
37,term5,93
43,term11,30
50,term19,89
59,term8,16
55,term15,39
71,term6,82
100,term16,71
54,term12,36
63,term12,6
49,term16,68
75,term9,41
35,term15,99
98,term8,3
89,term10,33
7,term6,40
1,term4,65
32,term6,22
0,term8,70
59,term10,12
44,term11,86
74,term7,12
90,term16,81
19,term6,79
11,term8,49
77,term1,4
69,term7,11
73,term16,9
13,term5,8
75,term8,28
28,term8,84
24,term16,33
81,term2,57
37,term7,2
74,term17,21
57,term12,53
62,term5,76
5,term1,93
56,term16,44
50,term16,33
19,term1,10
32,term10,82
49,term7,100
20,term4,34
103,term10,52
64,term15,13
45,term15,43
23,term6,52
54,term16,58
32,term16,80
12,term1,77
3,term18,92
59,term1,20
56,term1,77
53,term4,20
32,term18,49
37,term8,55
0,term16,24
102,term16,34
7,term7,48
80,term20,39
97,term15,19
63,term5,91
18,term11,36
46,term7,79
12,term15,60
70,term9,25
78,term9,97
36,term13,78
64,term4,9
67,term16,100
52,term1,81
77,term5,54
82,term21,40
45,term9,87
95,term9,85
2,term21,15
67,term9,18
85,term18,66
99,term11,73
27,term13,102
63,term7,24
95,term16,97
1,term8,28
39,term5,25
80,term16,88
60,term15,56
96,term6,64
55,term7,42
19,term7,31
9,term4,35
86,term16,10
2,term22,44
33,term7,75
69,term9,84
10,term6,42
68,term1,76
97,term8,41
35,term1,43
99,term16,6
36,term10,13
38,term8,88
61,term5,99
88,term20,3
45,term16,96
57,term18,30
23,term7,64
94,term15,32
39,term20,62
75,term16,23
95,term16,28
89,term10,102
34,term4,87
93,term16,27
47,term4,50
31,term16,14
7,term8,16
81,term11,14
80,term20,9
46,term3,12
100,term8,93
98,term15,75
73,term13,17
37,term8,46
14,term16,18
77,term12,88
36,term5,84
4,term11,14
7,term7,64
99,term10,4
30,term12,36
52,term8,98
76,term16,66
93,term15,78
64,term13,4
23,term11,62
100,term10,52
69,term3,12
47,term18,80
37,term5,99
37,term22,100
42,term12,39
14,term9,3
22,term9,25
5,term18,62
11,term7,2
83,term13,75
90,term16,87
77,term11,5
74,term12,89
40,term11,57
53,term5,49
86,term15,17
47,term16,13
34,term7,21
101,term17,48
66,term6,64
68,term13,1
12,term18,0
27,term11,74
86,term16,101
17,term3,52
19,term6,78
13,term7,10
59,term15,23
81,term15,42
92,term2,72
13,term7,103
27,term18,55
38,term13,64
3,term11,93
14,term12,85
70,term15,36
31,term21,78
2,term8,80
79,term16,46
9,term9,67
95,term20,76
29,term16,63
29,term10,75
102,term22,15
12,term16,22
98,term8,19
20,term20,95
31,term9,67
85,term2,32
43,term7,75
42,term8,41
6,term16,83
64,term17,87
80,term6,15
101,term18,62
46,term16,72
96,term16,93
40,term15,30
44,term15,29
53,term7,79
86,term21,92
87,term20,70
15,term1,93
80,term20,74
26,term10,90
103,term1,45
61,term16,34
49,term8,91
97,term16,1
0,term6,40
35,term17,66
52,term15,21
26,term13,33
54,term9,97
33,term15,83
24,term0,53
37,term1,92
71,term6,29
44,term16,100
19,term0,45
3,term10,12
2,term7,37
54,term9,28
91,term10,4
52,term18,62
27,term14,54
47,term3,69
96,term13,63
19,term7,71
80,term18,10
94,term4,30
101,term8,27
65,term13,2
31,term5,8
86,term7,102
49,term16,83
27,term5,85
30,term13,96
76,term15,72
72,term9,23
45,term15,62
103,term7,22
5,term7,44
97,term18,77
102,term8,74
43,term4,67
54,term10,102
38,term16,18
73,term1,38
82,term15,96
59,term10,65
32,term13,52
56,term8,98
62,term7,82
42,term9,97
75,term9,55
25,term7,92
44,term15,48
54,term4,13
35,term11,54
63,term7,96
59,term8,53
42,term15,5
0,term6,47
8,term10,75
50,term10,24
54,term20,18
88,term9,55
64,term13,14
14,term1,73
61,term8,88
19,term13,34
29,term3,65
16,term5,6
101,term18,61
100,term11,103
77,term18,23
39,term15,2
74,term6,1
102,term7,2
8,term17,68
2,term7,79
53,term3,65
48,term8,23
88,term16,72
40,term10,81
82,term7,103
54,term4,31
7,term7,29
97,term7,66
85,term20,101
99,term4,53
55,term8,77
27,term15,34
1,term16,54
59,term17,55
12,term21,17
77,term18,61
103,term7,86
66,term16,101
20,term9,91
56,term5,30
34,term7,79
83,term18,97
47,term18,97
82,term16,42
102,term13,66
11,term11,7
5,term16,31
75,term15,36
91,term10,38
83,term1,91
55,term16,63
85,term15,71
89,term12,49
28,term1,37
40,term16,18
40,term15,72
48,term7,37
35,term7,58
57,term14,69
47,term18,62
8,term18,39
101,term16,9
58,term17,101
49,term7,38
94,term0,71
24,term1,58
51,term7,100
98,term6,21
22,term1,31
1,term3,81
66,term15,69
49,term20,62
83,term3,69
27,term16,38
77,term17,17
76,term7,31
66,term7,40
85,term11,41
26,term15,51
46,term8,30
15,term22,11
94,term15,58
70,term20,93
97,term7,75
16,term6,86
57,term6,42
86,term7,4
68,term1,81
13,term7,57
29,term13,52
9,term16,12
74,term6,58
15,term22,42
79,term11,54
36,term16,57
8,term8,30
21,term22,57
82,term21,22
85,term16,54
48,term8,28
35,term16,41
18,term9,94
100,term13,82
95,term17,68
100,term8,26
41,term13,38
46,term17,10
57,term11,56
42,term0,0
12,term11,99
90,term7,40
54,term4,71
16,term3,12
0,term1,23
14,term15,89
25,term12,101
72,term8,95
27,term18,53
8,term16,37
60,term18,83
13,term7,100
103,term8,94
36,term11,39
3,term11,4
26,term8,19
6,term20,35
0,term3,66
71,term5,25
12,term3,48
80,term8,69
21,term11,78
101,term10,5
36,term7,38
78,term16,16
36,term5,88
100,term10,59
25,term11,64
32,term18,36
69,term7,37
86,term15,55
81,term7,44
50,term6,44
100,term22,72
16,term9,55
25,term16,23
98,term15,70
69,term20,73
47,term1,38
31,term16,99
16,term8,54
40,term11,101
22,term4,23
48,term5,26
86,term15,58
91,term17,32
96,term10,13
10,term11,59
56,term17,41
29,term9,84
69,term16,0
56,term17,88
45,term15,33
40,term11,5
31,term3,79
4,term1,77
90,term4,28
3,term12,95
14,term16,86
18,term8,20
72,term22,100
72,term17,74
94,term15,25
52,term17,41
18,term7,12
20,term16,98
54,term8,46
18,term15,58
24,term16,62
3,term4,8
86,term7,40
75,term9,25
42,term11,60
62,term9,23
50,term20,87
41,term9,50
39,term8,3
43,term11,21
47,term3,70
41,term20,76
54,term11,60
99,term18,92
99,term15,33
69,term0,50
42,term11,11
50,term15,9
94,term11,36
75,term9,85
30,term16,88
97,term16,17
103,term7,44
3,term2,83
15,term16,36
79,term11,21
87,term7,31
77,term6,92
55,term11,41
91,term10,81
0,term13,71
100,term10,40
8,term7,21
20,term15,43
9,term6,75
78,term6,12
49,term5,85
101,term18,78
7,term7,58
10,term18,30
60,term18,101
69,term11,53
47,term22,43
34,term6,22
95,term7,78
12,term11,45
71,term5,88
56,term0,93
2,term10,29
39,term6,64
28,term20,67
24,term15,67
63,term16,51
22,term3,60
97,term9,28
92,term3,13
74,term7,57
74,term13,102
40,term21,82
34,term3,83
45,term16,6
69,term16,23
97,term12,67
89,term9,80
8,term17,81
13,term16,19
33,term9,28
22,term10,82
48,term4,91
82,term16,43
40,term16,31
80,term7,58
54,term9,35
81,term15,92
12,term15,11
5,term8,98
40,term15,43
40,term7,22
103,term18,60
47,term12,25
103,term9,99
8,term20,93
55,term6,22
2,term7,63
84,term8,20
38,term0,56
96,term7,65
91,term4,1
67,term15,29
65,term16,13
13,term4,102
34,term3,29
67,term15,48
44,term16,68
40,term11,68
40,term22,33
77,term16,31
86,term7,11
44,term0,67
26,term6,17
76,term9,20
61,term22,100
39,term16,83
81,term11,4
40,term16,67
43,term18,73
64,term16,80
17,term15,71
37,term18,83
24,term17,76
97,term8,50
101,term10,10
75,term7,52
34,term22,96
27,term4,0
37,term17,36
82,term8,35
3,term16,94
69,term8,54
2,term6,66
43,term13,13
13,term4,42
68,term12,88
59,term16,9
94,term15,70
38,term1,5
57,term1,81
26,term13,63
28,term16,16
41,term11,88
103,term1,65
14,term16,49
26,term1,71
31,term7,40
47,term22,37
46,term13,100
33,term8,41
41,term8,28
64,term1,84
80,term10,21
80,term6,52
47,term16,90
4,term16,26
12,term22,33
24,term16,30
34,term0,95
39,term9,26
64,term9,25
41,term9,55
53,term0,8
103,term8,67
49,term18,1
20,term7,90
26,term8,87
80,term20,49
40,term16,39
78,term8,46
74,term13,11
23,term7,29
88,term11,70
12,term2,100
31,term1,22
76,term2,103
94,term15,16
7,term8,95
40,term8,41
35,term2,30
70,term15,39
9,term6,82
49,term15,48
23,term10,4
36,term17,43
100,term13,64
66,term5,55
10,term4,50
24,term15,94
15,term11,57
62,term9,89
93,term2,73
37,term13,90
22,term21,37
99,term9,87
31,term4,35
27,term10,22
69,term17,68
10,term3,46
96,term9,39
75,term16,97
5,term9,77
78,term10,61
31,term0,18
54,term16,9
85,term15,90
26,term20,35
18,term20,54
70,term3,81
7,term18,103
47,term3,46
96,term7,52
78,term9,89
52,term3,95
9,term17,63
11,term7,64
23,term11,72
44,term8,35
40,term12,95
15,term15,61
7,term10,33
18,term11,39
92,term2,60
64,term16,21
97,term16,48
42,term8,49
93,term20,88
5,term18,7
36,term1,71
12,term13,34
13,term9,26
72,term11,63
82,term22,66
56,term16,96
22,term6,24
48,term4,87
85,term7,72
15,term10,4
88,term16,11
39,term16,77
5,term2,56
8,term20,20
33,term2,43
102,term6,4
58,term16,37
4,term3,11
45,term15,61
14,term11,65
46,term16,78
30,term11,37
24,term11,50
8,term0,34
86,term11,66
17,term10,29
36,term15,2
76,term15,62
71,term4,35
66,term8,76
25,term15,74
67,term6,1
25,term7,68
82,term7,68
29,term13,59
78,term1,35
64,term0,53
28,term4,13
6,term17,102
82,term16,89
28,term16,58
52,term10,65
63,term6,38
14,term16,39
87,term15,21
101,term17,29
19,term5,30
59,term1,81
91,term11,52
19,term6,33
9,term4,11
69,term3,4
95,term18,94
55,term7,103
12,term11,40
100,term10,5
71,term4,42
8,term13,47
26,term10,31
9,term16,56
41,term11,1
1,term10,75
73,term4,24
65,term3,46
19,term16,86
57,term1,4
3,term20,25
57,term18,62
102,term8,70
39,term6,17
53,term9,16
74,term10,31
58,term10,29
69,term9,25
76,term9,87
47,term3,17
71,term5,70
103,term13,58
14,term15,80
0,term12,9
42,term22,15
90,term21,78
37,term2,0
22,term21,43
44,term18,95
93,term17,1
9,term5,85
29,term11,32
22,term15,29
97,term8,16
100,term17,41
42,term11,89
70,term10,2
57,term8,49
81,term15,37
35,term7,48
25,term13,65
53,term20,91
7,term17,71
84,term15,74
21,term8,8
39,term16,103
88,term7,92
47,term13,75
90,term15,53
103,term16,95
8,term4,4
36,term18,85
4,term15,7
0,term5,83
86,term11,36
11,term6,4
3,term16,86
0,term4,39
40,term17,84
37,term22,56
99,term11,59
93,term16,66
47,term13,34
16,term7,79
13,term8,76
7,term5,3
99,term15,0
4,term15,79
16,term6,44
79,term8,26
16,term5,49
8,term18,26
32,term18,9
27,term16,5
17,term11,32
52,term1,76
3,term11,38
60,term12,74
11,term11,60
14,term16,22
97,term9,54
25,term17,59
93,term16,22
52,term15,80
58,term1,24
79,term11,78
54,term18,19
97,term6,38
28,term18,87
21,term13,71
4,term1,100
57,term16,71
46,term7,42
61,term5,93
39,term4,0
81,term2,101
47,term10,68
99,term15,43
34,term7,78
51,term8,19
103,term4,50
71,term7,5
5,term1,4
17,term9,46
101,term8,39
48,term5,98
55,term18,27
19,term13,58
82,term4,87
77,term20,85
74,term9,49
80,term7,82
65,term9,3
54,term15,103
77,term11,47
47,term8,16
103,term10,10
23,term11,89
80,term3,44
102,term16,55
91,term4,69
80,term5,87
96,term6,29
40,term9,93
23,term8,55
51,term6,13
75,term16,11
52,term9,101
101,term18,23
75,term22,22
82,term8,0
22,term11,6
27,term17,63
79,term22,68
61,term21,90
50,term13,15
87,term18,28
1,term11,48
73,term18,72
94,term0,13
26,term7,40
78,term10,21
32,term5,67
26,term7,38
71,term16,76
24,term17,93
87,term7,71
70,term8,35
74,term8,19
24,term16,0
96,term12,0
97,term15,59
54,term13,66
55,term3,38
45,term2,57
75,term17,87
23,term11,60
68,term3,34
23,term18,73
79,term5,45
15,term9,20
69,term7,79
17,term3,68
91,term16,22
20,term2,73
41,term15,74
65,term10,81
21,term4,98
100,term11,19
78,term4,94
31,term9,26
64,term17,20
56,term6,42
101,term16,31
59,term9,45
27,term3,92
50,term8,62
68,term16,96
94,term17,11
13,term10,66
6,term9,18
49,term15,69
103,term8,18
97,term16,2
100,term3,24
48,term6,86
5,term13,58
88,term8,101
45,term2,100
36,term9,6
61,term6,81
8,term12,101
38,term1,83
38,term15,72
10,term1,65
92,term16,75
96,term4,97
50,term13,59
12,term15,61
52,term9,3
62,term5,91
8,term18,49
72,term7,75
75,term11,29
51,term16,23
94,term8,76
50,term4,68
91,term1,68
37,term8,85
71,term16,56
36,term5,70
13,term12,89
43,term4,94
39,term3,92
90,term6,82
70,term16,78
54,term7,82
60,term8,85
86,term16,73
68,term22,78
76,term16,26
94,term4,89
8,term18,66
93,term15,63
21,term8,69
3,term16,22
52,term15,89
32,term8,97
96,term6,58
35,term8,16
56,term18,0
91,term4,82
71,term13,33
62,term6,81
16,term9,84
23,term8,25
3,term0,19
60,term9,54
95,term18,66
85,term8,89
77,term10,40
51,term3,4
16,term16,97
52,term9,91
77,term1,3
15,term15,72
99,term11,52
19,term1,83
101,term11,52
49,term8,93
27,term3,79
92,term15,47
22,term1,71
11,term16,46
102,term10,92
15,term12,69
87,term2,100
83,term16,96
9,term16,93
53,term16,23
30,term11,23
102,term8,45
4,term11,40
27,term13,37
24,term16,92
46,term18,86
36,term8,3
14,term15,42
72,term10,11
48,term5,39
13,term9,6
37,term6,40
5,term4,24
72,term6,81
100,term22,78
1,term7,52
36,term13,42
0,term0,28
0,term7,32
60,term1,92
69,term8,97
76,term0,19
10,term8,6
64,term9,55
61,term3,98
50,term3,4
52,term5,97
62,term5,87
25,term20,45
30,term18,103
71,term18,50
31,term21,37
25,term16,60
78,term22,59
60,term7,1
61,term11,102
2,term5,26
4,term13,75
23,term18,47
82,term22,44
44,term18,25
69,term9,46
65,term16,36
88,term13,65
64,term17,91
0,term6,15
43,term1,92
68,term3,84
35,term20,18
92,term18,20
76,term17,82
38,term13,82
63,term22,52
101,term13,75
83,term4,50
12,term11,14
12,term16,96
79,term11,80
47,term8,6
58,term16,23
29,term8,54
10,term4,24
32,term15,13
85,term7,43
59,term8,94
89,term6,38
10,term1,91
69,term7,63
102,term6,40
83,term9,101
41,term1,58
24,term11,88
43,term3,31
99,term9,93
40,term16,66
23,term17,31
42,term5,20
51,term4,40
6,term18,1
52,term16,90
84,term9,95
47,term1,4
30,term9,97
1,term8,35
55,term20,99
60,term18,73
96,term16,81
16,term11,51
25,term5,98
30,term10,79
9,term5,95
23,term5,3
11,term6,38
64,term15,31
69,term10,29
103,term22,78
19,term13,29
85,term11,64
45,term2,5
13,term8,3
69,term10,64
63,term5,76
22,term9,18
101,term18,37
9,term7,47
54,term5,99
102,term8,50
55,term9,50
101,term1,12
33,term11,7
11,term18,87
25,term2,32
55,term4,45
88,term20,99
74,term12,54
71,term16,12
58,term10,64
0,term6,103
52,term10,4
81,term11,38
41,term11,8
16,term9,25
67,term17,33
51,term0,24
76,term20,41
36,term18,58
29,term11,34
5,term9,99
33,term17,26
61,term18,77
29,term9,25
27,term11,6
14,term2,68
41,term13,12
18,term7,65
43,term5,93
84,term11,29
15,term7,44
66,term11,49
69,term15,36
88,term15,66
13,term7,4
58,term17,77
36,term9,49
51,term8,28
16,term11,53
39,term7,81
5,term7,38
100,term16,13
7,term8,55
54,term20,67
49,term12,97
64,term7,33
96,term5,50
25,term18,44
35,term2,80
66,term8,3
65,term21,17
64,term11,58
72,term6,40
80,term15,93
4,term11,20
98,term0,13
4,term1,5
23,term18,83
87,term11,20
79,term15,59
1,term8,97
3,term4,34
22,term8,87
58,term10,82
7,term1,0
58,term18,9
6,term17,43
2,term7,61
40,term16,90
18,term4,60
8,term16,60
59,term16,31
86,term15,1
97,term17,90
41,term9,95
11,term7,82
20,term2,103
30,term16,2
35,term20,6
84,term7,61
15,term4,24
53,term18,44
53,term13,59
53,term6,90
72,term6,59
6,term9,74
21,term5,3
4,term16,90
33,term17,18
73,term8,49
16,term7,63
54,term12,74
32,term17,3
28,term18,20
99,term9,45
32,term13,81
3,term18,54
27,term15,48
57,term22,43
79,term11,72
28,term15,83
14,term11,15
55,term15,6
48,term15,96
83,term6,92
4,term18,35
93,term4,48
31,term17,30
48,term4,99
59,term9,91
97,term4,13
15,term21,1
80,term18,100
94,term16,57
9,term9,36
9,term20,60
33,term17,36
43,term7,32
72,term7,29
50,term16,72
14,term15,23
59,term22,78
58,term1,8
50,term4,77
15,term15,89
88,term7,5
6,term13,21
73,term1,14
27,term6,64
1,term1,50
90,term16,56
95,term2,58
95,term20,73
5,term16,90
95,term16,42
19,term16,18
79,term16,32
34,term1,8
57,term3,24
55,term7,79
56,term5,89
80,term16,51
73,term10,57
102,term10,79
72,term5,45
79,term1,37
47,term4,24
24,term21,81
53,term10,58
60,term12,67
84,term13,81
57,term11,73
93,term11,20
59,term15,7
73,term20,85
45,term20,70
32,term6,86
33,term22,38
61,term13,22
2,term13,52
4,term16,74
2,term5,6
88,term17,57
39,term10,22
88,term15,9
45,term11,76
34,term8,97
3,term20,50
0,term1,43
90,term5,8
76,term2,57
19,term13,2
64,term13,47
18,term4,7
59,term8,49
23,term12,49
34,term5,94
16,term10,29
1,term22,22
103,term11,47
49,term13,63
79,term16,69
60,term10,102
75,term11,1
50,term11,75
71,term16,81
33,term21,66
86,term15,41
90,term21,21
23,term16,84
63,term9,80
15,term15,63
67,term6,32
6,term18,8
14,term3,50
58,term16,72
47,term13,51
15,term10,47
60,term17,71
51,term5,18
22,term7,61
56,term7,66
13,term6,64
91,term7,31
100,term12,16
47,term9,99
84,term7,92
29,term15,13
90,term7,47
21,term6,12
77,term10,56
23,term1,54
61,term5,87
19,term6,11
13,term13,78
9,term8,101
68,term13,75
16,term9,88
13,term8,20
28,term15,73
91,term15,21
8,term9,69
19,term1,52
40,term3,32
19,term18,23
97,term18,5
7,term8,70
31,term6,24
6,term15,48
16,term3,14
41,term15,90
0,term1,80
69,term9,55
66,term9,94
12,term15,79
40,term4,16
60,term10,11
26,term16,77
0,term6,56
55,term15,31
94,term8,77
68,term12,55
86,term16,15
43,term12,39
98,term0,67
77,term1,87
102,term16,46
77,term16,90
97,term6,40
68,term18,30
76,term20,25
76,term16,44
69,term15,6
88,term20,76
71,term9,9
33,term6,14
18,term11,49
57,term22,21
66,term5,84
79,term11,97
19,term13,51
29,term16,0
58,term21,68
16,term0,50
76,term7,90
71,term16,19
92,term11,42
85,term11,1
15,term15,23
66,term13,79
78,term8,70
99,term15,37
15,term2,56
48,term5,6
58,term17,73
12,term1,73
37,term10,11
78,term10,33
10,term13,62
21,term10,43
78,term10,72
69,term15,71
5,term13,51
35,term8,85
48,term11,51
71,term8,0
22,term21,102
79,term11,89
85,term17,81
33,term2,30
14,term16,6
81,term15,80
52,term1,20
15,term16,67
4,term15,30
41,term17,52
18,term13,79
59,term15,89
10,term3,17
91,term1,101
58,term13,5
24,term3,57
56,term10,100
70,term16,62
39,term14,7
71,term9,27
9,term6,2
82,term7,100
54,term8,50
32,term10,29
89,term5,45
93,term4,51
32,term7,33
83,term17,34
6,term15,51
10,term11,5
42,term16,53
14,term10,38
60,term18,100
95,term3,59
2,term13,100
42,term15,100
38,term16,96
28,term1,72
77,term17,29
20,term0,19
78,term16,67
78,term10,11
95,term18,96
52,term6,92
61,term11,7
34,term1,1
4,term15,63
